Country,Score
Azerbaijan,45.821700548624975
Maldives,46.443284878191044
Oman,47.30481996079275
Bosnia and Herzegovina,47.569989035948794
Guyana,48.42065209876919
United Arab Emirates,49.59765239234818
Armenia,49.85677249784236
Serbia,50.07444897209753
Denmark,50.76614542388648
Peru,51.86114632570314
Bahamas,52.13787303203145
Estonia,53.02098576114728
Albania,54.69992666759632
Kuwait,54.90377074515789
Kyrgyzstan,55.14452983875542
Slovenia,55.667555079495145
Morocco,55.90443200870812
Saint Vincent and the Grenadines,55.931884489290844
Malta,56.583259209217324
Barbados,56.85879348368526
Cote d'Ivoire,58.21086476739744
Iceland,58.495058420999
Philippines,58.958139390907874
Antigua and Barbuda,59.61004807672266
Iran (Islamic Republic of),60.037548683832334
Montenegro,60.15849228140577
China,60.420225497282395
Dominica,60.739406132346716
Guatemala,60.938710180962424
North Macedonia,61.03778352372816
Israel,61.08458502360816
Norway,62.10526567902197
Mexico,62.27606141180243
Algeria,62.452230360640144
Cyprus,62.56063652883357
Lithuania,62.611271977307496
El Salvador,62.66476291232791
Bolivia,63.141514427549794
Panama,63.65449207571761
Australia,63.71979645323867
Vietnam,64.29376213962884
Ukraine,64.33936726866152
Colombia,64.51924032942861
Madagascar,64.64610484694073
Grenada,64.76490328130467
United Kingdom,64.93250003287785
Saint Lucia,65.22238115423238
Romania,66.13045477023815
Egypt,66.14715590097008
Tunisia,66.17072858522621
Croatia,66.49225330448724
Uzbekistan,66.5147314684697
Latvia,66.5368058330491
Kenya,66.60316365095784
Lebanon,66.6120601923268
Eswatini,66.82527211138887
Mali,66.83633277260854
Chile,66.96510421489604
Afghanistan,67.68300845808629
Indonesia,67.70723370224965
Georgia,67.8031471183403
France,68.48375510436409
Nepal,68.48616451734608
Lao People's Democratic Republic,68.94907356934463
Ireland,69.05908921516358
Spain,69.23720329936373
Belarus,69.31126616066575
Saudi Arabia,69.59309666564504
Portugal,70.83037166898052
Netherlands,71.17212171984441
Sweden,71.26426922215575
Jamaica,71.3048033465494
Cuba,71.37724519373229
Luxembourg,72.36823518871851
Greece,72.43648672925818
Finland,72.60398192457602
Trinidad and Tobago,72.93307017168497
Malawi,73.08690338449105
United States of America,73.47278461074126
Canada,73.62967011211018
Sri Lanka,73.84787836005488
Switzerland,73.97015598549802
Tajikistan,74.52218316047238
Turkey,74.67709147017614
New Zealand,74.91420805565849
Germany,75.2030729973484
Thailand,75.27341308354889
Costa Rica,75.27820417415512
Bangladesh,75.52478636465779
Republic of Moldova,75.75717939177791
Congo,75.90888831615203
Solomon Islands,76.50219579914071
Kazakhstan,76.694000078921
Gabon,76.82012268393123
India,76.95497723456073
Myanmar,77.05983385851953
Japan,77.24001576337402
Bulgaria,77.9325177860935
Belgium,78.037194605711
Cabo Verde,78.1640488958899
"Korea, South",78.16958681077502
Turkmenistan,78.38969947842254
Ethiopia,78.69025936673275
Benin,78.9275724200249
Saint Kitts and Nevis,78.9819944103987
Cameroon,79.40334474885762
Rwanda,79.40890068403314
Ghana,79.59775520826852
Namibia,80.07465106729907
Paraguay,80.09508275638542
Timor-Leste,80.1590778213626
Dominican Republic,80.31612896756906
Russian Federation,80.3304343908904
French Polynesia,80.33848375579551
New Caledonia,80.70629602581691
Cambodia,81.6212150125947
Italy,81.64859298332377
"Korea, North",82.39847868362413
Botswana,82.41763949674917
Haiti,82.51185066521063
Belize,82.84335919165282
Jordan,82.97871939064757
Taiwan*,83.24355445075626
Sudan,83.4080487443343
Austria,84.58080164764074
Venezuela (Bolivarian Republic of),85.01462043359906
Uruguay,85.24334680785017
Uganda,85.87399543880368
Mozambique,86.30210935972336
Djibouti,86.4631416936413
Ecuador,87.00161870492195
Guinea-Bissau,87.85603207167824
Samoa,87.95910148967413
Suriname,88.32925994481359
Honduras,88.75429159754623
Nigeria,88.975957272474
Nicaragua,89.48994356594628
Mongolia,89.64271309145643
Czechia,89.90713141526943
Mauritius,89.95360939472799
Iraq,90.14705996765744
Yemen,90.3164616541093
Angola,90.33985603941572
Argentina,90.52661011100614
Central African Republic,90.79536321107642
Poland,91.9048144009427
Fiji,93.09252323185525
South Africa,94.32821371407651
Malaysia,94.44320879511086
Guinea,94.68736399077153
Brazil,95.50960611635631
Lesotho,96.02550822362569
Pakistan,96.27842799849894
Vanuatu,96.47956808863296
Sierra Leone,96.64855419719576
United Republic of Tanzania,96.95819953955363
Niger,96.99027121429583
Slovakia,97.29307027445809
Mauritania,97.56798846143788
Sao Tome and Principe,97.95430365342337
Kiribati,99.09878535108733
Hungary,99.75351611645301
Senegal,99.7692472322571
Zimbabwe,101.71194965332306
Zambia,102.38334324015959
Chad,103.03420139792667
Burkina Faso,105.40066449507066
Liberia,106.46757417804731
Togo,107.11129445148119
Gambia,112.48267195849257
