Country,Score
Cote d'Ivoire,44.21252213589565
Iran (Islamic Republic of),45.11089526197943
Morocco,45.63002047239514
Guyana,46.146950958206006
Peru,47.2256837051216
United Arab Emirates,48.08582467655179
Maldives,49.54645456327582
Bosnia and Herzegovina,51.03572971148987
Azerbaijan,51.34368192801063
Guatemala,52.57059583320672
Lebanon,55.09873666707809
Algeria,55.91171106732106
Oman,55.9278941818169
Israel,56.75672404725525
Philippines,58.12995241235567
Egypt,58.145356274185986
Indonesia,58.16099779566714
Saint Vincent and the Grenadines,58.32055542235198
Tunisia,58.92067207311115
Kenya,59.58747327168152
Nepal,59.846542954992344
Kuwait,59.99467445118371
El Salvador,60.5508893894013
Armenia,60.623335248892694
Madagascar,60.91899116862064
Malawi,61.518054483139494
Barbados,61.85581554589733
Serbia,62.163362225645784
Mali,62.23344722521445
North Macedonia,62.25702259442457
Slovenia,62.35145405990748
Albania,62.57251231754338
Cameroon,62.9426744653181
Benin,63.21336750608998
Lao People's Democratic Republic,63.476517499065146
Ghana,64.0408104101168
Bahamas,64.1041566163526
Bangladesh,64.38190251507378
Eswatini,64.8729062198086
Vietnam,64.88313810315391
Colombia,64.8877105735511
Denmark,65.67418018557763
Kyrgyzstan,65.73032455283979
Estonia,65.83858179587361
Bolivia,66.26256885514994
Mexico,66.4223331186727
Sri Lanka,66.46293140016387
"Korea, North",67.17151292913948
Rwanda,67.28891096452
Ethiopia,67.56123764442057
Turkey,67.69658462649467
Solomon Islands,68.69355788233268
Malta,69.74745933136579
Congo,69.75758758644339
Afghanistan,69.79098238022243
India,69.89719983245675
Chile,70.20670390774215
China,70.56083030048944
Canada,70.67640851209481
Cyprus,71.06788865269961
Uzbekistan,71.1453614569507
Ukraine,71.31200673905371
Spain,71.77463028617983
Lithuania,71.80258319979163
Saudi Arabia,72.03580625175846
Cuba,72.17631607630757
Grenada,72.34347303405194
Antigua and Barbuda,72.35868412803437
Dominica,72.57421923563902
Panama,72.78655300512845
Nigeria,72.83380354974098
Tajikistan,73.02151337777936
Norway,73.32179164598196
Belarus,73.48399847653239
Timor-Leste,74.04637989761328
Haiti,74.35251160503483
Australia,74.58918716353558
United Kingdom,75.49249546766188
Thailand,76.11212890701049
Montenegro,76.2609061540543
Mozambique,76.81115627808344
Cambodia,77.68792025551019
United States of America,77.8202276245441
Jamaica,78.12215763529524
Netherlands,78.22836505659846
Romania,78.33902199334364
Iceland,78.46508168459113
Guinea-Bissau,78.68492485481451
Saint Lucia,78.87734686505335
Greece,79.18244660790222
Sweden,79.2156962614956
Uganda,79.28538369156767
Trinidad and Tobago,79.34914742268698
New Zealand,79.51999454822231
Costa Rica,79.79548026157636
Gabon,79.90178921785221
Georgia,80.45515324480542
Myanmar,80.65984319298477
Jordan,80.66153030296154
Portugal,80.92691885702999
Ireland,81.04378952682488
Latvia,81.11683737773977
Dominican Republic,81.18230304508137
"Korea, South",82.44973874723014
Namibia,83.7378335113909
France,83.78561891066957
Switzerland,83.8218573661632
United Republic of Tanzania,83.92529027225068
Belgium,84.57255382054124
Germany,84.71308192647776
Paraguay,84.79042844852857
Japan,84.80724959349499
Croatia,85.2092709733949
Venezuela (Bolivarian Republic of),85.46718312164519
Guinea,86.31391027502096
Cabo Verde,86.37241577286869
Italy,86.4096417175562
Saint Kitts and Nevis,86.79706149570553
Sao Tome and Principe,86.91430949070543
Angola,87.19260045349729
Kiribati,87.45683927478007
Taiwan*,88.89989847304402
Belize,89.00556887903254
Sierra Leone,89.03478816504098
Djibouti,89.33760274909497
Central African Republic,89.808962222742
Iraq,89.86214193129821
Sudan,89.97646688373216
Kazakhstan,90.4664575334236
Suriname,90.7091994470028
Republic of Moldova,90.77730289233581
Samoa,91.25301924569358
Finland,92.04616857243448
Yemen,92.73505928357928
Botswana,93.00646452257297
Ecuador,93.89787550149778
Honduras,93.92336773608436
Turkmenistan,94.08095783001069
French Polynesia,94.4003610522268
Luxembourg,94.69413400549017
New Caledonia,95.11350526787537
Bulgaria,95.28713627899765
Niger,96.3565855636171
Russian Federation,96.54468187246334
Austria,96.67559195193309
Mauritius,97.15353094607592
Malaysia,97.62722088029892
Vanuatu,97.67201599716854
Nicaragua,97.78244460388458
Senegal,98.00477978503471
Lesotho,98.71817717299042
Fiji,99.32379099725799
Zimbabwe,100.40499163662845
Uruguay,101.07571758513839
Liberia,101.30313197700474
Togo,101.51492455642762
Zambia,102.09846847998605
Poland,102.13848156628673
Burkina Faso,104.45972382340797
Brazil,104.73082875992714
Czechia,104.82052373159267
South Africa,107.10791279833202
Argentina,108.53336294731065
Chad,108.92238738070759
Slovakia,110.03608020637397
Pakistan,111.0920812697409
Mauritania,113.3832326438418
Gambia,114.7310754000034
Hungary,119.69949581946317
Mongolia,120.11781075023453
