Country,Score
Azerbaijan,105.66111686207466
Maldives,104.48444854420653
Philippines,104.17057292951242
Oman,103.32664141824858
Bosnia and Herzegovina,103.07313694779151
China,102.98013944935266
Guyana,102.75729711502176
United Arab Emirates,101.10265419408783
Armenia,100.52588729587131
Serbia,99.87561204551409
Denmark,99.86061699590573
Peru,99.1362910971666
Bahamas,98.49545287143722
Estonia,97.38440023906458
Indonesia,95.80101318943305
Albania,95.63180650487789
Kyrgyzstan,95.39131818773187
Morocco,94.41914748793675
Saint Vincent and the Grenadines,94.35326625218099
Kuwait,94.08372949637359
Slovenia,93.96455187307859
Malta,93.41753414884404
Cote d'Ivoire,92.88394086381484
Barbados,92.80837121259911
Iceland,92.23156375832934
Iran (Islamic Republic of),90.5851507500803
Antigua and Barbuda,90.463440898089
Montenegro,89.24924490803278
Israel,89.14689729327114
Dominica,89.02905136933563
Guatemala,89.02566339913407
Vietnam,88.40628201498131
Sri Lanka,88.354822428118
Madagascar,88.31014340727322
North Macedonia,88.29179404078104
El Salvador,87.77744825721305
Algeria,87.68433247714373
Mexico,87.53253698392095
Egypt,87.40985068286918
Lithuania,87.33902286262405
Norway,87.20837624789152
Costa Rica,87.14109534618957
Bolivia,87.04322839101587
Cyprus,86.85821557802868
Australia,85.74593007298301
Grenada,85.64833701838666
Panama,85.60599913213417
Colombia,85.379203068876
Saint Lucia,85.18811253618333
Nepal,85.09948606024703
Ukraine,85.0218271676378
Lao People's Democratic Republic,84.85617441996467
Myanmar,84.80473242407527
United Kingdom,84.11409780690055
Romania,83.54860881397629
Tunisia,83.47414580289325
Eswatini,83.28811408520463
Kenya,83.20310713261833
Croatia,83.08905376276593
Lebanon,83.00279143558612
Uzbekistan,82.85698446983008
Mali,82.79433511223573
Latvia,82.744741068578
Chile,82.62894008566408
Georgia,82.12658969675203
Afghanistan,81.88157048894658
France,81.19192811078847
Belarus,80.29151646639218
Spain,79.92470992607832
Ireland,79.6402689528164
Saudi Arabia,79.53197633483533
Haiti,78.85023772501499
Sweden,78.58603056331134
Portugal,78.34443059313944
Netherlands,78.13333276747016
Cuba,78.07571702052934
Jamaica,78.04338899721404
Bangladesh,77.51261075513679
Luxembourg,77.50441577821704
Finland,77.34912110170302
Greece,76.95947714386655
Malawi,76.93149377916782
Trinidad and Tobago,76.71596720136225
United States of America,76.02999160159375
Japan,75.42670961349651
Switzerland,75.41766455980891
Canada,75.41470340952408
Turkey,75.29044094901597
Tajikistan,75.26100284937777
Germany,74.3458679122505
New Zealand,74.27531542377517
Thailand,74.20898991584986
Solomon Islands,73.88613934249872
Congo,73.5672263538912
Republic of Moldova,72.97726494388286
Kazakhstan,72.59610978013677
India,72.27599311665972
Gabon,72.10710720419411
Cabo Verde,71.91860590335212
Bulgaria,71.43213432391099
"Korea, South",71.14524287660251
Turkmenistan,70.96865460066167
Ghana,70.89928827817239
Cameroon,70.85885103761666
Cambodia,70.68379943168138
Benin,70.52993491383178
Ethiopia,70.34222470799529
Belgium,70.28316037070515
Saint Kitts and Nevis,70.17442709345929
Rwanda,69.71803702449718
Namibia,69.66084074278866
Dominican Republic,69.55922631544635
French Polynesia,69.34478856863669
Russian Federation,69.28832350540435
Brazil,69.15945485260121
Timor-Leste,68.9828172472131
New Caledonia,68.72842517784119
Paraguay,68.45511000755664
Italy,67.46660806260275
Botswana,67.18743372164637
Jordan,66.64081392705458
"Korea, North",66.50556722883695
Belize,66.4238643157822
Taiwan*,66.02217631049545
Sudan,65.20368052033402
Austria,63.93332430910931
Uruguay,63.79787097030617
Djibouti,63.59379787874777
Venezuela (Bolivarian Republic of),63.454136759391076
Mozambique,63.115910436280515
Uganda,62.62298166383987
Ecuador,62.330819293723415
Samoa,61.84287103344721
Guinea-Bissau,61.51258931453543
Suriname,61.317204326139965
Mongolia,61.31478369250319
Nigeria,61.0682675997141
Honduras,60.63715909506477
Mauritius,60.0508383863089
Nicaragua,59.62516998264322
Iraq,59.579584402757035
Czechia,58.86891133516397
Yemen,58.49851656522838
Central African Republic,58.49314058643144
Argentina,58.31311719598089
Angola,58.19961888467958
Poland,56.71123917398498
Pakistan,56.597330165063255
Fiji,56.27497322295159
Malaysia,55.19476813674456
South Africa,55.06002089643863
Guinea,54.271759101555
Lesotho,53.5991797561617
United Republic of Tanzania,52.84349337454913
Sierra Leone,52.753492363837296
Vanuatu,52.30975393350913
Sao Tome and Principe,51.83260187848223
Slovakia,51.781587200934425
Mauritania,51.377514545329234
Niger,50.86806675732393
Kiribati,50.25935577121619
Senegal,49.86659483650505
Hungary,49.33443408958598
Zimbabwe,48.035033130351955
Zambia,46.6420984023772
Chad,45.51397032305725
Burkina Faso,44.123571214849754
Liberia,42.38516940327564
Togo,42.11908471380164
Gambia,37.62607133826265
