Country,Score
Azerbaijan,46.53000000000001
Maldives,47.291000000000025
Bosnia and Herzegovina,48.525000000000006
Oman,48.60699999999998
Guyana,49.434
United Arab Emirates,50.775999999999954
Armenia,51.229000000000006
Serbia,51.54500000000003
Denmark,51.81000000000005
Peru,52.911999999999985
Bahamas,53.220999999999975
Estonia,54.045000000000016
Albania,55.96999999999997
Kyrgyzstan,56.32900000000003
Kuwait,56.568000000000005
Morocco,57.202000000000055
Saint Vincent and the Grenadines,57.37500000000002
Slovenia,57.684000000000026
Malta,57.96900000000003
Barbados,58.538
Cote d'Ivoire,59.10099999999997
Iceland,59.77199999999996
Philippines,60.02300000000002
Antigua and Barbuda,60.920999999999964
Iran (Islamic Republic of),61.044
China,61.496
Montenegro,61.84
Dominica,62.129000000000005
Israel,62.151999999999994
Guatemala,62.502999999999965
North Macedonia,62.91900000000003
Mexico,63.741
Algeria,63.84099999999999
Norway,63.847000000000016
El Salvador,63.899000000000015
Lithuania,64.12699999999998
Cyprus,64.163
Bolivia,64.327
Panama,65.379
Australia,65.47400000000002
Ukraine,65.73199999999999
Colombia,65.74600000000002
Vietnam,65.877
Grenada,66.098
Madagascar,66.13700000000001
Saint Lucia,66.67100000000003
United Kingdom,66.93300000000004
Egypt,67.615
Tunisia,67.64900000000003
Romania,67.84300000000002
Uzbekistan,67.864
Eswatini,68.06400000000002
Kenya,68.12600000000003
Croatia,68.18900000000005
Lebanon,68.23
Latvia,68.28799999999998
Mali,68.29499999999997
Indonesia,68.56800000000003
Chile,68.877
Georgia,68.926
Afghanistan,69.24299999999997
Nepal,69.48399999999998
France,70.24300000000007
Lao People's Democratic Republic,70.34
Ireland,71.07400000000004
Spain,71.11299999999999
Belarus,71.13299999999997
Saudi Arabia,71.47200000000002
Sweden,72.67800000000003
Portugal,72.90500000000002
Jamaica,72.93900000000001
Cuba,73.14300000000001
Netherlands,73.20899999999999
Luxembourg,74.07800000000002
Finland,74.11100000000002
Greece,74.19400000000002
Malawi,74.48500000000003
United States of America,74.83
Trinidad and Tobago,75.02000000000004
Canada,75.51599999999996
Sri Lanka,75.64500000000001
Switzerland,75.73299999999999
Tajikistan,76.02100000000006
Turkey,76.21399999999997
Germany,76.76100000000001
Bangladesh,76.87200000000004
New Zealand,76.94500000000001
Thailand,77.029
Costa Rica,77.223
Congo,77.54600000000003
Republic of Moldova,77.93900000000002
Solomon Islands,78.02499999999999
Kazakhstan,78.561
Myanmar,78.71799999999998
Gabon,78.74200000000003
Japan,79.13200000000003
India,79.13999999999994
Cabo Verde,79.51100000000005
Bulgaria,79.577
Belgium,80.01199999999997
Turkmenistan,80.16400000000003
"Korea, South",80.22499999999998
Saint Kitts and Nevis,80.64399999999999
Ethiopia,80.68400000000007
Cameroon,80.73800000000006
Ghana,80.80700000000003
Benin,80.87699999999997
Rwanda,81.12400000000007
Namibia,81.777
Russian Federation,81.81299999999997
French Polynesia,81.82899999999997
Timor-Leste,81.96800000000007
Dominican Republic,82.02399999999997
Paraguay,82.41000000000001
New Caledonia,82.909
Cambodia,83.37300000000002
Italy,83.44399999999996
Haiti,84.07100000000001
"Korea, North",84.12900000000003
Botswana,84.231
Jordan,84.765
Belize,84.85199999999993
Taiwan*,84.90900000000002
Sudan,85.49699999999994
Austria,86.73299999999995
Venezuela (Bolivarian Republic of),86.94699999999993
Uruguay,87.224
Uganda,87.82300000000001
Djibouti,88.14699999999993
Mozambique,88.28399999999999
Ecuador,88.64200000000001
Guinea-Bissau,89.29400000000001
Samoa,89.42899999999993
Suriname,90.04799999999997
Nigeria,90.44500000000002
Mongolia,90.46000000000004
Honduras,90.47300000000006
Mauritius,91.03299999999996
Nicaragua,91.35600000000004
Iraq,92.01799999999999
Czechia,92.11600000000001
Central African Republic,92.266
Yemen,92.28400000000005
Angola,92.58600000000001
Argentina,92.62
Poland,93.716
Fiji,94.68200000000003
South Africa,96.061
Malaysia,96.12900000000002
Guinea,96.597
Lesotho,97.42900000000004
Brazil,97.49800000000005
Vanuatu,97.90899999999995
Pakistan,98.17999999999996
Sierra Leone,98.37000000000003
United Republic of Tanzania,98.39800000000002
Slovakia,99.09500000000001
Niger,99.17400000000004
Mauritania,99.17600000000002
Sao Tome and Principe,99.67800000000004
Kiribati,100.75000000000007
Senegal,101.39900000000002
Hungary,101.54399999999998
Zimbabwe,103.34999999999995
Zambia,104.08900000000003
Chad,104.79999999999994
Burkina Faso,107.09500000000004
Liberia,108.15599999999999
Togo,108.70300000000005
Gambia,113.66899999999997
